timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Umdoni,Other,286,0.9,KwaZulu-Natal,Ugu,Umdoni,DsRefuseDisposals
Census 2022,Municipality,uMuziwabantu,Removed by local authority at least once a week,5361,23.0,KwaZulu-Natal,Ugu,uMuziwabantu,DsRefuseDisposals
Census 2022,Municipality,uMuziwabantu,Removed by local authority less often,391,1.7,KwaZulu-Natal,Ugu,uMuziwabantu,DsRefuseDisposals
Census 2022,Municipality,uMuziwabantu,Communal refuse dump,172,0.7,KwaZulu-Natal,Ugu,uMuziwabantu,DsRefuseDisposals
Census 2022,Municipality,uMuziwabantu,Communal container/central collection point,163,0.7,KwaZulu-Natal,Ugu,uMuziwabantu,DsRefuseDisposals
Census 2022,Municipality,uMuziwabantu,Own refuse dump,16123,69.1,KwaZulu-Natal,Ugu,uMuziwabantu,DsRefuseDisposals
Census 2022,Municipality,uMuziwabantu,No Rubbish Disposal,337,1.4,KwaZulu-Natal,Ugu,uMuziwabantu,DsRefuseDisposals
Census 2022,Municipality,uMuziwabantu,Other,772,3.3,KwaZulu-Natal,Ugu,uMuziwabantu,DsRefuseDisposals
Census 2022,Municipality,Umzumbe,Removed by local authority at least once a week,4427,15.5,KwaZulu-Natal,Ugu,Umzumbe,DsRefuseDisposals
Census 2022,Municipality,Umzumbe,Removed by local authority less often,10,0.0,KwaZulu-Natal,Ugu,Umzumbe,DsRefuseDisposals
Census 2022,Municipality,Umzumbe,Communal refuse dump,431,1.5,KwaZulu-Natal,Ugu,Umzumbe,DsRefuseDisposals
Census 2022,Municipality,Umzumbe,Communal container/central collection point,30,0.1,KwaZulu-Natal,Ugu,Umzumbe,DsRefuseDisposals
Census 2022,Municipality,Umzumbe,Own refuse dump,22402,78.3,KwaZulu-Natal,Ugu,Umzumbe,DsRefuseDisposals
Census 2022,Municipality,Umzumbe,No Rubbish Disposal,1035,3.6,KwaZulu-Natal,Ugu,Umzumbe,DsRefuseDisposals
Census 2022,Municipality,Umzumbe,Other,258,0.9,KwaZulu-Natal,Ugu,Umzumbe,DsRefuseDisposals
Census 2022,Municipality,Impendle,Removed by local authority at least once a week,842,11.8,KwaZulu-Natal,Umgungundlovu,Impendle,DsRefuseDisposals
Census 2022,Municipality,Impendle,Removed by local authority less often,3,0.0,KwaZulu-Natal,Umgungundlovu,Impendle,DsRefuseDisposals
Census 2022,Municipality,Impendle,Communal refuse dump,131,1.8,KwaZulu-Natal,Umgungundlovu,Impendle,DsRefuseDisposals
Census 2022,Municipality,Impendle,Communal container/central collection point,25,0.3,KwaZulu-Natal,Umgungundlovu,Impendle,DsRefuseDisposals
Census 2022,Municipality,Impendle,Own refuse dump,5979,83.6,KwaZulu-Natal,Umgungundlovu,Impendle,DsRefuseDisposals
Census 2022,Municipality,Impendle,No Rubbish Disposal,109,1.5,KwaZulu-Natal,Umgungundlovu,Impendle,DsRefuseDisposals
Census 2022,Municipality,Impendle,Other,66,0.9,KwaZulu-Natal,Umgungundlovu,Impendle,DsRefuseDisposals
Census 2022,Municipality,Mkhambathini,Removed by local authority at least once a week,2014,15.7,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsRefuseDisposals
Census 2022,Municipality,Mkhambathini,Removed by local authority less often,44,0.3,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsRefuseDisposals
Census 2022,Municipality,Mkhambathini,Communal refuse dump,138,1.1,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsRefuseDisposals
Census 2022,Municipality,Mkhambathini,Communal container/central collection point,151,1.2,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsRefuseDisposals
Census 2022,Municipality,Mkhambathini,Own refuse dump,9919,77.1,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsRefuseDisposals
Census 2022,Municipality,Mkhambathini,No Rubbish Disposal,367,2.9,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsRefuseDisposals
Census 2022,Municipality,Mkhambathini,Other,229,1.8,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsRefuseDisposals
Census 2022,Municipality,Mpofana,Removed by local authority at least once a week,6280,74.4,KwaZulu-Natal,Umgungundlovu,Mpofana,DsRefuseDisposals
Census 2022,Municipality,Mpofana,Removed by local authority less often,125,1.5,KwaZulu-Natal,Umgungundlovu,Mpofana,DsRefuseDisposals
Census 2022,Municipality,Mpofana,Communal refuse dump,70,0.8,KwaZulu-Natal,Umgungundlovu,Mpofana,DsRefuseDisposals
Census 2022,Municipality,Mpofana,Communal container/central collection point,137,1.6,KwaZulu-Natal,Umgungundlovu,Mpofana,DsRefuseDisposals
Census 2022,Municipality,Mpofana,Own refuse dump,1769,21.0,KwaZulu-Natal,Umgungundlovu,Mpofana,DsRefuseDisposals
Census 2022,Municipality,Mpofana,No Rubbish Disposal,50,0.6,KwaZulu-Natal,Umgungundlovu,Mpofana,DsRefuseDisposals
Census 2022,Municipality,Mpofana,Other,5,0.1,KwaZulu-Natal,Umgungundlovu,Mpofana,DsRefuseDisposals
Census 2022,Municipality,Richmond,Removed by local authority at least once a week,3621,26.7,KwaZulu-Natal,Umgungundlovu,Richmond,DsRefuseDisposals
Census 2022,Municipality,Richmond,Removed by local authority less often,46,0.3,KwaZulu-Natal,Umgungundlovu,Richmond,DsRefuseDisposals
Census 2022,Municipality,Richmond,Communal refuse dump,454,3.3,KwaZulu-Natal,Umgungundlovu,Richmond,DsRefuseDisposals
Census 2022,Municipality,Richmond,Communal container/central collection point,71,0.5,KwaZulu-Natal,Umgungundlovu,Richmond,DsRefuseDisposals
Census 2022,Municipality,Richmond,Own refuse dump,9078,66.8,KwaZulu-Natal,Umgungundlovu,Richmond,DsRefuseDisposals
Census 2022,Municipality,Richmond,No Rubbish Disposal,114,0.8,KwaZulu-Natal,Umgungundlovu,Richmond,DsRefuseDisposals
Census 2022,Municipality,Richmond,Other,197,1.4,KwaZulu-Natal,Umgungundlovu,Richmond,DsRefuseDisposals
Census 2022,Municipality,The Msunduzi,Removed by local authority at least once a week,121013,56.6,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsRefuseDisposals
Census 2022,Municipality,The Msunduzi,Removed by local authority less often,1050,0.5,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsRefuseDisposals
Census 2022,Municipality,The Msunduzi,Communal refuse dump,5485,2.6,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsRefuseDisposals
Census 2022,Municipality,The Msunduzi,Communal container/central collection point,4306,2.0,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsRefuseDisposals
Census 2022,Municipality,The Msunduzi,Own refuse dump,68247,31.9,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsRefuseDisposals
Census 2022,Municipality,The Msunduzi,No Rubbish Disposal,11442,5.4,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsRefuseDisposals
Census 2022,Municipality,The Msunduzi,Other,2183,1.0,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsRefuseDisposals
Census 2022,Municipality,uMngeni,Removed by local authority at least once a week,21682,80.0,KwaZulu-Natal,Umgungundlovu,uMngeni,DsRefuseDisposals
Census 2022,Municipality,uMngeni,Removed by local authority less often,176,0.7,KwaZulu-Natal,Umgungundlovu,uMngeni,DsRefuseDisposals
Census 2022,Municipality,uMngeni,Communal refuse dump,475,1.8,KwaZulu-Natal,Umgungundlovu,uMngeni,DsRefuseDisposals
Census 2022,Municipality,uMngeni,Communal container/central collection point,422,1.6,KwaZulu-Natal,Umgungundlovu,uMngeni,DsRefuseDisposals
Census 2022,Municipality,uMngeni,Own refuse dump,3242,12.0,KwaZulu-Natal,Umgungundlovu,uMngeni,DsRefuseDisposals
Census 2022,Municipality,uMngeni,No Rubbish Disposal,986,3.6,KwaZulu-Natal,Umgungundlovu,uMngeni,DsRefuseDisposals
Census 2022,Municipality,uMngeni,Other,111,0.4,KwaZulu-Natal,Umgungundlovu,uMngeni,DsRefuseDisposals
Census 2022,Municipality,uMshwathi,Removed by local authority at least once a week,7025,28.1,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsRefuseDisposals
Census 2022,Municipality,uMshwathi,Removed by local authority less often,162,0.6,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsRefuseDisposals
Census 2022,Municipality,uMshwathi,Communal refuse dump,405,1.6,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsRefuseDisposals
Census 2022,Municipality,uMshwathi,Communal container/central collection point,772,3.1,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsRefuseDisposals
Census 2022,Municipality,uMshwathi,Own refuse dump,15160,60.7,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsRefuseDisposals
Census 2022,Municipality,uMshwathi,No Rubbish Disposal,1219,4.9,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsRefuseDisposals
Census 2022,Municipality,uMshwathi,Other,244,1.0,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsRefuseDisposals
Census 2022,Municipality,Big Five Hlabisa,Removed by local authority at least once a week,3997,17.3,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsRefuseDisposals
Census 2022,Municipality,Big Five Hlabisa,Removed by local authority less often,120,0.5,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsRefuseDisposals
Census 2022,Municipality,Big Five Hlabisa,Communal refuse dump,647,2.8,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsRefuseDisposals
Census 2022,Municipality,Big Five Hlabisa,Communal container/central collection point,223,1.0,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsRefuseDisposals
Census 2022,Municipality,Big Five Hlabisa,Own refuse dump,14946,64.6,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsRefuseDisposals
Census 2022,Municipality,Big Five Hlabisa,No Rubbish Disposal,2877,12.4,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsRefuseDisposals
Census 2022,Municipality,Big Five Hlabisa,Other,325,1.4,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsRefuseDisposals
Census 2022,Municipality,Jozini,Removed by local authority at least once a week,6637,18.5,KwaZulu-Natal,Umkhanyakude,Jozini,DsRefuseDisposals
Census 2022,Municipality,Jozini,Removed by local authority less often,156,0.4,KwaZulu-Natal,Umkhanyakude,Jozini,DsRefuseDisposals
Census 2022,Municipality,Jozini,Communal refuse dump,781,2.2,KwaZulu-Natal,Umkhanyakude,Jozini,DsRefuseDisposals
Census 2022,Municipality,Jozini,Communal container/central collection point,630,1.8,KwaZulu-Natal,Umkhanyakude,Jozini,DsRefuseDisposals
Census 2022,Municipality,Jozini,Own refuse dump,22627,63.2,KwaZulu-Natal,Umkhanyakude,Jozini,DsRefuseDisposals
Census 2022,Municipality,Jozini,No Rubbish Disposal,3789,10.6,KwaZulu-Natal,Umkhanyakude,Jozini,DsRefuseDisposals
Census 2022,Municipality,Jozini,Other,1204,3.4,KwaZulu-Natal,Umkhanyakude,Jozini,DsRefuseDisposals
Census 2022,Municipality,Mtubatuba,Removed by local authority at least once a week,9171,25.9,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsRefuseDisposals
Census 2022,Municipality,Mtubatuba,Removed by local authority less often,252,0.7,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsRefuseDisposals
Census 2022,Municipality,Mtubatuba,Communal refuse dump,590,1.7,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsRefuseDisposals
Census 2022,Municipality,Mtubatuba,Communal container/central collection point,500,1.4,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsRefuseDisposals
Census 2022,Municipality,Mtubatuba,Own refuse dump,22584,63.8,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsRefuseDisposals
Census 2022,Municipality,Mtubatuba,No Rubbish Disposal,1870,5.3,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsRefuseDisposals
Census 2022,Municipality,Mtubatuba,Other,455,1.3,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsRefuseDisposals
Census 2022,Municipality,Umhlabuyalingana,Removed by local authority at least once a week,7620,22.0,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsRefuseDisposals
Census 2022,Municipality,Umhlabuyalingana,Removed by local authority less often,81,0.2,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsRefuseDisposals
Census 2022,Municipality,Umhlabuyalingana,Communal refuse dump,787,2.3,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsRefuseDisposals
Census 2022,Municipality,Umhlabuyalingana,Communal container/central collection point,119,0.3,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsRefuseDisposals
Census 2022,Municipality,Umhlabuyalingana,Own refuse dump,23898,68.9,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsRefuseDisposals
Census 2022,Municipality,Umhlabuyalingana,No Rubbish Disposal,1626,4.7,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsRefuseDisposals
Census 2022,Municipality,Umhlabuyalingana,Other,555,1.6,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsRefuseDisposals
Census 2022,Municipality,Endumeni,Removed by local authority at least once a week,18472,77.1,KwaZulu-Natal,Umzinyathi,Endumeni,DsRefuseDisposals
Census 2022,Municipality,Endumeni,Removed by local authority less often,432,1.8,KwaZulu-Natal,Umzinyathi,Endumeni,DsRefuseDisposals
Census 2022,Municipality,Endumeni,Communal refuse dump,263,1.1,KwaZulu-Natal,Umzinyathi,Endumeni,DsRefuseDisposals
Census 2022,Municipality,Endumeni,Communal container/central collection point,633,2.6,KwaZulu-Natal,Umzinyathi,Endumeni,DsRefuseDisposals
Census 2022,Municipality,Endumeni,Own refuse dump,3467,14.5,KwaZulu-Natal,Umzinyathi,Endumeni,DsRefuseDisposals
Census 2022,Municipality,Endumeni,No Rubbish Disposal,478,2.0,KwaZulu-Natal,Umzinyathi,Endumeni,DsRefuseDisposals
Census 2022,Municipality,Endumeni,Other,216,0.9,KwaZulu-Natal,Umzinyathi,Endumeni,DsRefuseDisposals
Census 2022,Municipality,Msinga,Removed by local authority at least once a week,4172,11.7,KwaZulu-Natal,Umzinyathi,Msinga,DsRefuseDisposals
Census 2022,Municipality,Msinga,Removed by local authority less often,30,0.1,KwaZulu-Natal,Umzinyathi,Msinga,DsRefuseDisposals
Census 2022,Municipality,Msinga,Communal refuse dump,254,0.7,KwaZulu-Natal,Umzinyathi,Msinga,DsRefuseDisposals
Census 2022,Municipality,Msinga,Communal container/central collection point,63,0.2,KwaZulu-Natal,Umzinyathi,Msinga,DsRefuseDisposals
Census 2022,Municipality,Msinga,Own refuse dump,22995,64.7,KwaZulu-Natal,Umzinyathi,Msinga,DsRefuseDisposals
Census 2022,Municipality,Msinga,No Rubbish Disposal,7751,21.8,KwaZulu-Natal,Umzinyathi,Msinga,DsRefuseDisposals
Census 2022,Municipality,Msinga,Other,297,0.8,KwaZulu-Natal,Umzinyathi,Msinga,DsRefuseDisposals
Census 2022,Municipality,Nqutu,Removed by local authority at least once a week,7351,21.9,KwaZulu-Natal,Umzinyathi,Nqutu,DsRefuseDisposals
Census 2022,Municipality,Nqutu,Removed by local authority less often,76,0.2,KwaZulu-Natal,Umzinyathi,Nqutu,DsRefuseDisposals
Census 2022,Municipality,Nqutu,Communal refuse dump,435,1.3,KwaZulu-Natal,Umzinyathi,Nqutu,DsRefuseDisposals
Census 2022,Municipality,Nqutu,Communal container/central collection point,69,0.2,KwaZulu-Natal,Umzinyathi,Nqutu,DsRefuseDisposals
Census 2022,Municipality,Nqutu,Own refuse dump,22358,66.5,KwaZulu-Natal,Umzinyathi,Nqutu,DsRefuseDisposals
Census 2022,Municipality,Nqutu,No Rubbish Disposal,2718,8.1,KwaZulu-Natal,Umzinyathi,Nqutu,DsRefuseDisposals
Census 2022,Municipality,Nqutu,Other,608,1.8,KwaZulu-Natal,Umzinyathi,Nqutu,DsRefuseDisposals
Census 2022,Municipality,Umvoti,Removed by local authority at least once a week,12454,38.6,KwaZulu-Natal,Umzinyathi,Umvoti,DsRefuseDisposals
Census 2022,Municipality,Umvoti,Removed by local authority less often,158,0.5,KwaZulu-Natal,Umzinyathi,Umvoti,DsRefuseDisposals
Census 2022,Municipality,Umvoti,Communal refuse dump,378,1.2,KwaZulu-Natal,Umzinyathi,Umvoti,DsRefuseDisposals
Census 2022,Municipality,Umvoti,Communal container/central collection point,253,0.8,KwaZulu-Natal,Umzinyathi,Umvoti,DsRefuseDisposals
Census 2022,Municipality,Umvoti,Own refuse dump,17060,52.8,KwaZulu-Natal,Umzinyathi,Umvoti,DsRefuseDisposals
Census 2022,Municipality,Umvoti,No Rubbish Disposal,1793,5.6,KwaZulu-Natal,Umzinyathi,Umvoti,DsRefuseDisposals
Census 2022,Municipality,Umvoti,Other,194,0.6,KwaZulu-Natal,Umzinyathi,Umvoti,DsRefuseDisposals
Census 2022,Municipality,Alfred Duma,Removed by local authority at least once a week,55400,58.5,KwaZulu-Natal,Uthukela,Alfred Duma,DsRefuseDisposals
Census 2022,Municipality,Alfred Duma,Removed by local authority less often,645,0.7,KwaZulu-Natal,Uthukela,Alfred Duma,DsRefuseDisposals
Census 2022,Municipality,Alfred Duma,Communal refuse dump,1120,1.2,KwaZulu-Natal,Uthukela,Alfred Duma,DsRefuseDisposals
Census 2022,Municipality,Alfred Duma,Communal container/central collection point,564,0.6,KwaZulu-Natal,Uthukela,Alfred Duma,DsRefuseDisposals
Census 2022,Municipality,Alfred Duma,Own refuse dump,30086,31.8,KwaZulu-Natal,Uthukela,Alfred Duma,DsRefuseDisposals
Census 2022,Municipality,Alfred Duma,No Rubbish Disposal,5023,5.3,KwaZulu-Natal,Uthukela,Alfred Duma,DsRefuseDisposals
Census 2022,Municipality,Alfred Duma,Other,1846,1.9,KwaZulu-Natal,Uthukela,Alfred Duma,DsRefuseDisposals
Census 2022,Municipality,Inkosi Langalibalele,Removed by local authority at least once a week,15184,31.4,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsRefuseDisposals
Census 2022,Municipality,Inkosi Langalibalele,Removed by local authority less often,374,0.8,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsRefuseDisposals
Census 2022,Municipality,Inkosi Langalibalele,Communal refuse dump,1245,2.6,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsRefuseDisposals
Census 2022,Municipality,Inkosi Langalibalele,Communal container/central collection point,277,0.6,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsRefuseDisposals
Census 2022,Municipality,Inkosi Langalibalele,Own refuse dump,26110,53.9,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsRefuseDisposals
Census 2022,Municipality,Inkosi Langalibalele,No Rubbish Disposal,3418,7.1,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsRefuseDisposals
Census 2022,Municipality,Inkosi Langalibalele,Other,1808,3.7,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsRefuseDisposals
Census 2022,Municipality,Okhahlamba,Removed by local authority at least once a week,7229,24.8,KwaZulu-Natal,Uthukela,Okhahlamba,DsRefuseDisposals
Census 2022,Municipality,Okhahlamba,Removed by local authority less often,249,0.9,KwaZulu-Natal,Uthukela,Okhahlamba,DsRefuseDisposals
Census 2022,Municipality,Okhahlamba,Communal refuse dump,440,1.5,KwaZulu-Natal,Uthukela,Okhahlamba,DsRefuseDisposals
Census 2022,Municipality,Okhahlamba,Communal container/central collection point,110,0.4,KwaZulu-Natal,Uthukela,Okhahlamba,DsRefuseDisposals
Census 2022,Municipality,Okhahlamba,Own refuse dump,19603,67.4,KwaZulu-Natal,Uthukela,Okhahlamba,DsRefuseDisposals
Census 2022,Municipality,Okhahlamba,No Rubbish Disposal,1256,4.3,KwaZulu-Natal,Uthukela,Okhahlamba,DsRefuseDisposals
Census 2022,Municipality,Okhahlamba,Other,208,0.7,KwaZulu-Natal,Uthukela,Okhahlamba,DsRefuseDisposals
Census 2022,Municipality,Abaqulusi,Removed by local authority at least once a week,27310,53.9,KwaZulu-Natal,Zululand,Abaqulusi,DsRefuseDisposals
Census 2022,Municipality,Abaqulusi,Removed by local authority less often,336,0.7,KwaZulu-Natal,Zululand,Abaqulusi,DsRefuseDisposals
Census 2022,Municipality,Abaqulusi,Communal refuse dump,560,1.1,KwaZulu-Natal,Zululand,Abaqulusi,DsRefuseDisposals
Census 2022,Municipality,Abaqulusi,Communal container/central collection point,460,0.9,KwaZulu-Natal,Zululand,Abaqulusi,DsRefuseDisposals
Census 2022,Municipality,Abaqulusi,Own refuse dump,18344,36.2,KwaZulu-Natal,Zululand,Abaqulusi,DsRefuseDisposals
Census 2022,Municipality,Abaqulusi,No Rubbish Disposal,3336,6.6,KwaZulu-Natal,Zululand,Abaqulusi,DsRefuseDisposals
Census 2022,Municipality,Abaqulusi,Other,286,0.6,KwaZulu-Natal,Zululand,Abaqulusi,DsRefuseDisposals
Census 2022,Municipality,eDumbe,Removed by local authority at least once a week,7170,40.0,KwaZulu-Natal,Zululand,eDumbe,DsRefuseDisposals
Census 2022,Municipality,eDumbe,Removed by local authority less often,93,0.5,KwaZulu-Natal,Zululand,eDumbe,DsRefuseDisposals
Census 2022,Municipality,eDumbe,Communal refuse dump,334,1.9,KwaZulu-Natal,Zululand,eDumbe,DsRefuseDisposals
Census 2022,Municipality,eDumbe,Communal container/central collection point,81,0.5,KwaZulu-Natal,Zululand,eDumbe,DsRefuseDisposals
Census 2022,Municipality,eDumbe,Own refuse dump,8164,45.5,KwaZulu-Natal,Zululand,eDumbe,DsRefuseDisposals
Census 2022,Municipality,eDumbe,No Rubbish Disposal,1718,9.6,KwaZulu-Natal,Zululand,eDumbe,DsRefuseDisposals
Census 2022,Municipality,eDumbe,Other,362,2.0,KwaZulu-Natal,Zululand,eDumbe,DsRefuseDisposals
Census 2022,Municipality,Nongoma,Removed by local authority at least once a week,4815,14.9,KwaZulu-Natal,Zululand,Nongoma,DsRefuseDisposals
Census 2022,Municipality,Nongoma,Removed by local authority less often,31,0.1,KwaZulu-Natal,Zululand,Nongoma,DsRefuseDisposals
Census 2022,Municipality,Nongoma,Communal refuse dump,709,2.2,KwaZulu-Natal,Zululand,Nongoma,DsRefuseDisposals
Census 2022,Municipality,Nongoma,Communal container/central collection point,167,0.5,KwaZulu-Natal,Zululand,Nongoma,DsRefuseDisposals
